id,subject,name,units,term,description
CalPoly_KINE 459,Kinesiology,Personal and Group Fitness Instruction,3 units,"['Fall', 'Winter', 'Spring']","Instructional competencies in the primary components of a group fitness class and individually tailored personal fitness programs. Instructional techniques, professionalism, leadership styles conducive to promoting exercise adherence. Application of basic theory related to human anatomy, motor learning, exercise physiology, training principles and relevant ACSM guidelines."
CalPoly_KINE 460,Kinesiology,Experiential Senior Project,1 unit,['cr/nc'],A comprehensive applied capstone experience that integrates content from Kinesiology courses under faculty supervision. Projects must be approved by the supervising faculty member. Minimum 30 hours. Credit / No Credit grading only.
CalPoly_KINE 461,Kinesiology,Senior Project Report,1 unit,"['Fall', 'Winter', 'Spring']",A comprehensive synthesis of professional literature that integrates content from kinesiology courses resulting in a report. Topic must be approved by the instructor. Minimum 30 hours.
CalPoly_KINE 462,Kinesiology,Research Honors Senior Project,1-2 units,"['Fall', 'Winter', 'Spring']","Completion of an advanced research, or creative project. Intended for students taking a significant or leadership role in a professional area. Results may be submitted for poster presentation or other public/ professional forum. Total credit"
CalPoly_KINE 463,Kinesiology,Exercise Science and Health Promotion Fieldwork,1-3 units,['cr/nc'],Practical experience at an approved agency that provides exercise / fitness / health promotion programs. Students participate in program administration under the direct supervision of an approved on - site coordinator. Credit / No Credit grading only. Total credit
CalPoly_KINE 470,Kinesiology,Selected Advanced Topics,1-4 units,['tbd'],Directed group study of selected topics for advanced students. The Schedule of Classes will list title selected. Total credit
CalPoly_KINE 471,Kinesiology,Selected Advanced Laboratory,1-4 units,['tbd'],Directed group laboratory study of selected topics for advanced students. The Schedule of Classes will list title selected. Total credit
CalPoly_KINE 485,Kinesiology,Cooperative Education Experience,6 units,['cr/nc'],"Part - time work experience in business, industry, government, and other areas of student career interest. Positions are paid and usually require relocation and registration in course for two consecutive quarters. Formal report and evaluation by work supervisor required. Major credit limited to 6 units ; total credit limited to 12 units. Credit / No Credit grading only."
CalPoly_KINE 495,Kinesiology,Cooperative Education Experience,12 units,['cr/nc'],"Full - time work experience in business, industry, government, and other areas of student career interest. Positions are paid and usually require relocation and registration in course for two consecutive quarters. Formal report and evaluation by work supervisor required. Major credit limited to 12 units ; total credit limited to 24 units. Credit / No Credit grading only."
CalPoly_KINE 500,Kinesiology,Individual Study,1-3 units,"['Fall', 'Winter', 'Spring']",Advanced study planned and completed under the direction of a member of the department faculty. Open only to graduate students who have demonstrated ability to do independent work. Enrollment by petition. Only 6 units may be applied to degree requirements.
CalPoly_KINE 501,Kinesiology,Evaluation of Literature and Current Trends in Kinesiology,3 units,['tbd'],Analysis and evaluation of published studies and current trends in kinesiology.
CalPoly_KINE 503,Kinesiology,Current Health Issues,4 units,['tbd'],"Current issues and trends in health, disease prevention, and the healthcare system. Socioeconomic, biologic, environmental, institutional and policy factors that influence health status, disparities in health, and positive health outcomes."
CalPoly_KINE 504,Kinesiology,Advanced Pathophysiology and Exercise,3 units,['tbd'],"Selected human diseases, their etiology, pathophysiology, symptoms, diagnosis, effects on health and physical performance, and as affected by preventive or therapeutic exercise."
CalPoly_KINE 505,Kinesiology,"Introduction to Issues, Ethics and Policies in Teaching Kinesiology",2 units,['cr/nc'],"Knowledge, skills, preparation and support for teaching Kinesiology activity and laboratory classes in the department. Prepares students to be supervisors and teachers in their current or future employment. Credit / No Credit grading only."
CalPoly_KINE 510,Kinesiology,Advanced Health Behavior Change Programs,3 units,['tbd'],"Examination of contemporary research, theory and practice related to facilitating healthy behavior change. Analysis of health problems from biological, ecological, and psycho - social perspectives with emphasis on understanding the acquisition and maintenance of healthy behavior."
CalPoly_KINE 511,Kinesiology,Administration in Exercise and Health Settings,4 units,['tbd'],"Principles and techniques of administration in health, physical activity, and academic settings including budget, personnel supervision, risk management, leadership techniques, and facility management."
CalPoly_KINE 517,Kinesiology,Research Methods in Kinesiology,4 units,['tbd'],"Quantitative, qualitative and mixed methods approaches to research in kinesiology. Selection of adequate problems for investigation ; various sampling techniques and analyses ; use of library facilities ; manuscript requirements for the thesis."
CalPoly_KINE 518,Kinesiology,Research Prospectus and Proposal Writing,2 units,['cr/nc'],"Strategies for identifying academically valid research topics. Planning considerations for qualitative and quantitative research including grant writing, human subjects review, personnel, equipment, and timelines. Design and composition of effective research proposals. Credit / No Credit grading only."
CalPoly_KINE 522,Kinesiology,Advanced Biomechanics,4 units,['Winter'],"Advanced biomechanical concepts applied to human movement, examination of research, and biomechanical analyses of movement activities. Performance, occupational, and clinical settings. Laboratory techniques including motion analysis, force platform, and electromyography."
CalPoly_KINE 525,Kinesiology,Advanced Motor Learning and Control,3 units,['Spring'],"Analysis of control theories, research principles and motor learning variables involved in the acquisition of skilled movement with an emphasis on the behavioral level of learning."
CalPoly_KINE 526,Kinesiology,Advanced Sport and Exercise Psychology,3 units,['tbd'],Theoretical and professional issues in the psychological foundations of sport and exercise.
CalPoly_KINE 530,Kinesiology,Advanced Physiology of Exercise,4 units,['Spring'],Physiological determinants of physical work capacity and sports performance.
CalPoly_KINE 536,Kinesiology,Advanced Electrocardiography,4 units,['Winter'],Theory and application of electrocardiography and other techniques for cardiovascular assessment and treatment of cardiac disease and other abnormalities.
CalPoly_KINE 537,Kinesiology,Internship,3-12 units,['cr/nc'],"Supervised work experience in an approved wellness / fitness clinical facility, school, or other faculty approved setting. Total credit limited to 12 units. Maximum of 6 units may be applied toward Master of Science in Kinesiology. Credit / No Credit grading only."
CalPoly_KINE 539,Kinesiology,Effective Practice in Teaching and Coaching,3 units,['Fall'],Observation and analysis of teaching physical education and coaching sports with special emphasis in pedagogical systems.
CalPoly_KINE 570,Kinesiology,Selected Advanced Topics,4 units,['tbd'],Directed group study of selected topics for graduate students. Open to undergraduate and graduate students. The Schedule of Classes will list title selected. Total credit
CalPoly_KINE 581,Kinesiology,Graduate Seminar in Kinesiology,1-3 units,['tbd'],Directed group study of selected topics for advanced students. The Schedule of Classes will list topic selected. Total credit
CalPoly_KINE 585,Kinesiology,Cooperative Education Experience,6 units,['cr/nc'],"Advanced study analysis and part - time work experience in student 's career field ; current innovations, practices, and problems in administration, supervision, and organization of business, industry, and government. Must have demonstrated ability to do independent work and research in career field. Total credit limited to 9 units. Credit / No Credit grading only."
CalPoly_KINE 599,Kinesiology,Thesis or Project,1-6 units,"['Fall', 'Winter', 'Spring']",Completion of a thesis or project pertinent to the field of kinesiology. Independent research under the guidance of the faculty.
CalPoly_LA 101,Landscape Architecture,Introduction to Landscape Architecture,4 units,['Fall'],Introduction to the profession of landscape architecture and orientation to the department curriculum and learning processes.
CalPoly_LA 170,Landscape Architecture,Principles of Design Communication,4 units,"['Fall', 'Spring']","Overview of design communications for landscape architects incorporating the principles, techniques, skills and tools used in design generation, exploration, review and implementation."
CalPoly_LA 171,Landscape Architecture,Principles of Digital Communication,4 units,['Winter'],"Introduction of digital media applications, software and techniques for landscape architects. Principles, techniques, skills and tools for using digital media in design projects."
CalPoly_LA 202,Landscape Architecture,Design Fundamentals I,4 units,['Fall'],"Introduction to the principles, methods and elements of two- and three - dimensional design in order to communicate intended concepts and meanings. Exploration of the basic design elements including composition, design process and the creation of spatial settings."
CalPoly_LA 203,Landscape Architecture,Design Fundamentals II,4 units,['Winter'],"Continuation of ideas introduced in LA202 with the introduction of environmental and visual perception, including three - dimensional site design and landscape architectural design principles. Spatial design and sequencing of space with concern for human behavioral, environmental and natural site factors and generation of program, concept and design development."
CalPoly_LA 204,Landscape Architecture,Design Fundamentals III,4 units,['Spring'],"Continuation of ideas introduced in LA202 and LA203 with the introduction of the principles of design theory, landscape ecology and technical applications. Problems of increasing complexity incorporate critical and creative problem solving, the relationship of aesthetics, response to human needs and design for sustainable environments."
CalPoly_LA 211,Landscape Architecture,History of Landscape Architecture: Ancient Civilizations through Colonial America,4 units,['ge area c3'],"Exploration of the continuous alteration of the landscape through recorded time and examination of how humankind has influenced this change. The metaphor of ' garden ' provides understanding for agrarian regions, urban spaces, and vernacular landscapes of the world."
CalPoly_LA 212,Landscape Architecture,History of Modern and Contemporary Landscape Architecture,4 units,['ge area c3'],"Philosophies and ethics of important personalities in twentieth and twenty - first century landscape architecture. Design theories supporting these individuals ' projects and the nature of their practice, combined with the influential events in industry, the arts and sciences, politics, and society of these centuries."
CalPoly_LA 218,Landscape Architecture,Applications in GIS,3 units,['tbd'],"ARC / INFO and ArcView Geographic Information System ( GIS ) computer software to explore environmental, natural resource, social and economic issues using spatial data. Develop and apply data base and software management competencies."
CalPoly_LA 220,Landscape Architecture,"Landscape Ecology: Concepts, Issues and Interrelationships",4 units,['ge area b5'],"Concepts, theories and techniques related to landscape analysis, ecology, planning and design with an emphasis on landscape assessment, sustainability, land health, environmental protection and restoration, and natural resource management."
CalPoly_LA 221,Landscape Architecture,California Plants and Plant Communities,4 units,['Spring'],"Introduction to the horticultural characteristics and landscape design potential of California native plants, California plant communities and associated vernacular plants. Includes experience in field identification, basic planting design, installation techniques and maintenance requirements. Required field trips."
CalPoly_LA 241,Landscape Architecture,Site Engineering Techniques and Applications,4 units,['Winter'],"Introduction and application of the techniques, methods, principles and criteria for site engineering and landform design. Includes an introduction to soil science, survey methods, and experiences in the principles, procedures and application of site grading and drainage for landscape architecture."
CalPoly_LA 242,Landscape Architecture,Implementation Strategies,4 units,['Spring'],"Introduction and application of the methods, principles and criteria for landscape implementation. Encompasses fundamental design and technical decisions common to landscape architectural design and construction projects including the development of concept, design development and working drawings, and construction management process."
CalPoly_LA 243,Landscape Architecture,Materials and Techniques of Landscape Construction,4 units,['Fall'],"Introduction to the properties, uses and inherent qualities of the fundamental materials of landscape architectural concerns and associated construction techniques and processes. Materials and techniques explored as a source of design ideas, form and expression in landscape architecture."
CalPoly_LA 270,Landscape Architecture,Selected Topics,1-4 units,['tbd'],Directed group study of selected topics. The Schedule of Classes will list title selected. Total credit
CalPoly_LA 317,Landscape Architecture,The World of Spatial Data and Geographic Information Technology,4 units,['ge area Fall'],"Basic foundation for understanding the world through geographic information and tools available to utilize spatial data. Application of Geographic Information Systems ( GIS ) and related technologies, including their scientific basis of operation. Not open to students with credit in LA / NR218."
CalPoly_LA 320,Landscape Architecture,Design Theory for Landscape Architects,4 units,['Fall'],"Complements the material and knowledge presented in the history of landscape architecture, architecture and art courses. Design theory and associated concepts as they are related to landscape architecture. Literature research and analysis of completed design projects. The artists / designers, materials and overall expressions of work are related to the social and economic issues of the time as well as their associations with the other arts and sciences."
CalPoly_LA 330,Landscape Architecture,"Cultural Landscapes: People, Places and Ethical Decisions",4 units,['Fall'],"Investigation of the complexities and interrelatedness of culture, environment and ethical decisions. Interpretation of personal and cultural values and ethics in terms of decisions made and behaviors and actions expressed in the built landscape."
CalPoly_LA 349,Landscape Architecture,Advanced Planting Design,4 units,['Spring'],"Advanced examination of the theories and applied principles of planting design. Emphasis on connections between art and science in the design of parks, gardens and other landscapes. Case studies and field trips."
CalPoly_LA 350,Landscape Architecture,Advanced Landscape Construction,4 units,['Spring'],"Examination and application of advanced landscape construction techniques. Emphasis on design, development, construction, and testing of contemporary landscape technologies and practices. Field trip may be required."
CalPoly_LA 370,Landscape Architecture,Professional Practice,4 units,['Winter'],"Issues related to the practice of landscape architecture incorporating processes, procedures and outcomes of professional practice. Topics include professional ethics, business and legal aspects of the profession, relationships to the client and society, personal goal setting, resume and portfolio preparation."
CalPoly_LA 371,Landscape Architecture,Internship,3 units,['cr/nc'],Involvement in a work setting related to landscape architecture. Thirty hours work experience per unit of credit. Credit / No Credit grading only.
CalPoly_LA 400,Landscape Architecture,Special Problems for Advanced Undergraduates,1-4 units,"['Fall', 'Winter', 'Spring']","Individual investigation, research, studies, or surveys of selected problems. Total credit limited to 8 units, with a maximum of 4 units per quarter."
CalPoly_LA 401,Landscape Architecture,Research Project,2 units,"['Fall', 'Spring']",Research methods in landscape architecture and proposal writing techniques. Students prepare proposal and strategy for fifth year study in area of concentration.
CalPoly_LA 402,Landscape Architecture,Design Theory and Exploration Focus Studio,4 units,"['Fall', 'Winter', 'Summer']","Exploration and application of design theory, exploratory design process and form exploration to design and planning projects. Emphasis on incorporation of inquiry techniques based on the synthesis of interdisciplinary frameworks of art and design theory with historical and cultural issues. Total credit"
CalPoly_LA 403,Landscape Architecture,Natural Environments Design Focus Studio,4 units,"['Winter', 'Spring']","Assessment, exploration and integration of landscape ecology, sustainability and environmental planning to design and planning projects. Emphasis on interpretation and application of environmental and ecological issues at a range of design scales. Total credit"
CalPoly_LA 404,Landscape Architecture,Cultural Environments Design Focus Studio,4 units,"['Fall', 'Winter', 'Spring']","Assessment, exploration and interpretation of cultural values, issues and landscapes to design and planning projects. Emphasis on observation and inquiry of diverse cultural settings, differences in cultural values and personal ethics in the design process. Total credit"
CalPoly_LA 405,Landscape Architecture,Project Design and Implementation Focus Studio,4 units,"['Fall', 'Winter']","Development, exploration and integration of project design and implementation strategies to design and planning projects. Emphasis on creative and exploratory problem solving, spatial design, project resolution, and graphic communication. Total credit"
CalPoly_LA 406,Landscape Architecture,Interdisciplinary Design Studio,4 units,"['Winter', 'Spring']",Design studio with focus on interdisciplinary modes of practice and collaborative approaches to design. Interdisciplinary design process may be explored through project program and collaboration with students in allied majors. Field trip required. Total credit
CalPoly_LA 431,Landscape Architecture,CAD and Digital Media Communications (ILC),4 units,"['Fall', 'Winter', 'Spring']","Integrated Learning Course ( ILC ) to assist integration and application of computer - aided drafting ( CAD ) skills in coursework, project planning and design studio courses. Focus on CAD skills and integration of digital media. Total credit"
CalPoly_LA 432,Landscape Architecture,Landscape Ecology Applications (ILC),4 units,"['Fall', 'Winter', 'Spring']",Integrated Learning Course ( ILC ) to assist integration and application of landscape ecology principles in project planning and design studio courses. Focus on understanding and developing a framework for ecological planning and design to anticipate consequences of planning and design decisions. Total credit
CalPoly_LA 433,Landscape Architecture,Cultural Environments (ILC),4 units,"['Fall', 'Winter', 'Spring']","Integrated Learning Course ( ILC ) to assist integration and application of culture, environment and personal ethics in coursework, project planning and design studio courses. Focus on skills, distinctions and integration of analyzing the cultural landscape, understanding diverse cultural values and assessing personal ethics. Total credit"
CalPoly_LA 434,Landscape Architecture,Project Design and Implementation (ILC),4 units,"['Fall', 'Winter', 'Spring']","Integrated Learning Course ( ILC ) to assist integration and application of project design principles and implementation strategies in project planning and design studio courses. Focus on skills, techniques and decisions of the design, documentation and construction processes. Total credit"
CalPoly_LA 435,Landscape Architecture,Professional Practice (ILC),4 units,"['Fall', 'Winter', 'Spring']","Integrated Learning Course ( ILC ) to assist integration and application of professional practice principles and techniques in planning and design studio and internship courses. Focus on achieving a high level of professional quality, ethical concern, and legal responsibility in project work. Total credit"
CalPoly_LA 436,Landscape Architecture,Traditional and Digital Media Communications (ILC),4 units,"['Fall', 'Winter', 'Spring']","Integrated Learning Course ( ILC ) to assist integration and application of graphic communication and presentation skills in coursework, project planning and design studio courses. Focus on skills, distinctions and integration of traditional and digital media explorations. Total credit"
CalPoly_LA 437,Landscape Architecture,3D Digital Design Communications (ILC),4 units,"['Fall', 'Winter', 'Spring']","Integrated Learning Course ( ILC ) to assist integration and application of 3D digital graphic communication and presentation skills in coursework, project planning and design studio courses. Focus on skills and integration of three - dimensional digital media explorations. Total credit"
CalPoly_LA 438,Landscape Architecture,GIS Application to Design Projects (ILC),4 units,"['Fall', 'Winter', 'Spring']",Integrated Learning Course ( ILC ) to assist integration and application of geographic information systems ( GIS ) and spatial information into focus design studio courses. Total credit
CalPoly_LA 439,Landscape Architecture,Planting Design (ILC),4 units,"['Fall', 'Winter', 'Spring']","Integrated Learning Course ( ILC ) to assist the integration and application of plant selection, use and appropriateness in planning and design studio courses. Focus is on the skills, theories and principles of planting design. Total credit"
CalPoly_LA 461,Landscape Architecture,Senior Design Project Focus Studio,4 units,"['Fall', 'Winter', 'Spring']","Comprehensive landscape architectural design and research project showing professional level competency in the integration of design theory, landscape architectural principles and project resolution. Emphasis on creative resolutions, organization and communication skills and technical abilities in program generation, design process, design and research. Total credit"
CalPoly_LA 470,Landscape Architecture,Selected Advanced Topics,1-4 units,['tbd'],Directed group study of selected topics for advanced students. Open to undergraduate and graduate students. Class Schedule will list topic selected. Total credit
CalPoly_LA 471,Landscape Architecture,Selected Advanced Laboratory,1-4 units,['tbd'],Directed group laboratory study of selected topics for advanced students. Open to undergraduate and graduate students. Class Schedule will list topic selected. Total credit
CalPoly_LA 482,Landscape Architecture,Evaluating Social and Behavioral Factors for Open Space Design,4 units,['tbd'],"User oriented approach to open space design. Interview and survey techniques, behavioral trace mapping and systematic observation, post occupancy evaluation and similar methods are used to generate user input and feedback in the design process. Understanding the behavioral implications of designed environments."
CalPoly_LA 483,Landscape Architecture,Special Studies in Landscape Architecture,1-12 units,['tbd'],"Special issues and problems through research, field trips, seminars and other forms of investigation and involvement. Course requirements are determined prior to each individual project through a contractual agreement between students and department. Departmental Off Campus Study Program guidelines apply. Total credit"
CalPoly_LA 485,Landscape Architecture,Cooperative Education Experience,6 units,['cr/nc'],"Part - time work experience in business, industry, government, and other areas of student career interest. Positions are paid and usually require relocation and registration in course for two consecutive quarters. Formal report and evaluation by work supervisor required. Major credit limited to 6 units ; total credit limited to 18 units. Credit / No Credit grading only."
CalPoly_LA 495,Landscape Architecture,Cooperative Education Experience,12 units,['cr/nc'],"Full - time work experience in business, industry, government, and other areas of student career interest. Positions are paid and usually require relocation and registration in course for two consecutive quarters. Formal report and evaluation by work supervisor required. Major credit limited to 12 units ; total credit limited to 24 units. Credit / No Credit grading only."
CalPoly_LA 585,Landscape Architecture,Cooperative Education Experience,6 units,['cr/nc'],"Advanced study analysis and part - time work experience in student 's career field ; current innovations, practices, and problems in administration, supervision, and organization of business, industry, and government. Must have demonstrated ability to do independent work and research in career field. Total credit limited to 9 units. Credit / No Credit grading only."
CalPoly_LA 595,Landscape Architecture,Cooperative Education Experience,12 units,['cr/nc'],"Advanced study analysis and full - time work experience in student 's career field ; current innovations, practices, and problems in administration, supervision, and organization of business, industry, and government. Must have demonstrated ability to do independent work and research in career field. Credit / No Credit grading only."
CalPoly_LAES 200,Liberal Arts and Engineering Studies,Special Problems for Undergraduates,1-4 units,['tbd'],"Individual investigation, research, studies, or surveys of selected problems. Total credit limited to 8 units, with a maximum of 4 units per quarter."
CalPoly_LAES 270,Liberal Arts and Engineering Studies,Selected Topics,1-4 units,['tbd'],Directed group study of selected topics. The Schedule of Classes will list title selected. Total credit
CalPoly_LAES 301,Liberal Arts and Engineering Studies,Project-Based Learning in Liberal Arts and Engineering Studies,4 units,"['Fall', 'Spring']","Examination of how to define LAES as a new field of study ; analysis of the creative process and team building in theory and in application. Researching, writing, revising and presenting a technical proposal suitable for submission to a national design competition seeking innovative solutions to complex technological / social problems."
CalPoly_LAES 302,Liberal Arts and Engineering Studies,Advanced Project-Based Learning in Liberal Arts and Engineering Studies,4 units,"['Fall', 'Spring']","Teamwork and leadership in project - based learning. Students lead, build, and maintain project teams ; guide the creative process ; and use and evaluate the principles of project management in theory and practice. Development of a technical proposal suitable for submission to a national design competition seeking innovative solutions to complex technological / social problems."
CalPoly_LAES 400,Liberal Arts and Engineering Studies,Special Problems for Advanced Undergraduates,1-4 units,"['Fall', 'Winter', 'Spring']","Individual investigation, research, studies, or surveys of selected problems. Total credit limited to 8 units, with a maximum of 4 units per quarter."
CalPoly_LAES 411,Liberal Arts and Engineering Studies,Global Synthesis in Liberal Arts and Engineering Studies,4 units,['tbd'],"Onsite work with a global technical development and/or design team to develop a project to be completed / expanded upon in LAES461. Through guided online discussion with the instructor and fellow LAES students, work through intercultural collaboration and design issues, and present works - in - progress."
CalPoly_LAES 430,Liberal Arts and Engineering Studies,Internship,2-12 units,['cr/nc'],"Work experience in business, industry, government and other areas of student career interest. Periodic written progress reports, final report, and evaluation by work supervisor required. Credit / No Credit grading. Total credit"
CalPoly_LAES 461,Liberal Arts and Engineering Studies,Senior Project in Liberal Arts and Engineering Studies,4 units,"['Fall', 'Winter', 'Spring']","Under faculty supervision, the selection and completion of a senior project, demonstrating an interdisciplinary focus in LAES. With one - on - one format with the instructor, individual or small group work through many iterations of the senior project, with occasional showing of works in small student groups."
CalPoly_LAES 462,Liberal Arts and Engineering Studies,Capstone Senior Seminar in Liberal Arts and Engineering Studies,4 units,"['Fall', 'Winter', 'Spring']","The final refinement and completion of LAES senior projects and other projects. In a development workshop format, presentation of final versions of works - in - progress to combined faculty and professional review committees throughout the quarter."
CalPoly_LAES 470,Liberal Arts and Engineering Studies,Selected Advanced Topics,1-4 units,['tbd'],Directed group study of selected topics for advanced students. Open to undergraduate and graduate students. The Schedule of Classes will list title selected. Total credit
CalPoly_LAES 471,Liberal Arts and Engineering Studies,Selected Advanced Laboratory,1-4 units,['tbd'],Directed group laboratory study of selected topics for advanced students. Open to undergraduate and graduate students. The Schedule of Classes will list title selected. Total credit
CalPoly_LAES 485,Liberal Arts and Engineering Studies,Cooperative Education Experience,6 units,['cr/nc'],"Part - time work experience in business, industry, government, and other areas of student career interest. Positions are paid and usually require relocation and registration in course for two consecutive quarters. Formal report and evaluation by work supervisor required. Major credit limited to 6 units ; total credit limited to 18 units. Credit / No Credit grading only."
CalPoly_LAES 495,Liberal Arts and Engineering Studies,Cooperative Education Experience,12 units,['cr/nc'],"Full - time work experience in business, industry, government, and other areas of student career interest. Positions are paid and usually require relocation and registration in course for two consecutive quarters. A more fully developed formal report and evaluation by work supervisor required. Credit / No Credit grading only. Major credit limited to 6 units ; total credit"
CalPoly_LS 201,Liberal Studies,Orientation to Liberal Studies,1 unit,['Fall'],"Career and academic planning, co - curricular, extra - curricular opportunities, and pathway into a K-8 teaching profession. Academic policies and procedures, goal settings, elements of career in education, and other topics relevant to student and professional success. Intended for new students in the Liberal Studies major. Not open to students with credit"
CalPoly_LS 211,Liberal Studies,Visual Arts in the Elementary Classroom,4 units,"['Fall', 'Winter', 'Spring']","Theory, aesthetics, appreciation and applications of visual arts, through multiple two dimensional art strategies, as related to educational processes for the elementary classroom. Focus on elements, principles of design while fostering artistic perception. One Saturday field trip required."
CalPoly_LS 214,Liberal Studies,Constitutional Issues in the History of U,4 units,"['Fall', 'Winter', 'Spring']","Examination of U.S. and California constitutions, significant legislation, and court cases affecting public education from the colonial period to the present. Overview of contributions by individuals of historical, national, and international educational significance. Examination of landmark decisions."
CalPoly_LS 230,Liberal Studies,Field Experience in the Elementary Classroom I,2 units,"['Fall', 'Winter', 'Spring']","Overview of current practices and issues in elementary education, including teacher compensation, cultural impact on schools, time and classroom management, English learners, and the affective aspect of teaching. 24 hours of fieldwork required."
CalPoly_LS 250,Liberal Studies,Field Experience in the Elementary Classroom II,2 units,"['Fall', 'Winter', 'Spring']","Overview of current practices and issues in elementary education, including components of effective teaching, motivating students, diagnostic / prescriptive teaching, curriculum, and accountability. In addition to class time, 24 hours of fieldwork required. Participation in public schools requires fingerprint clearance."
CalPoly_LS 260,Liberal Studies,Children's Literature,4 units,"['Fall', 'Winter', 'Spring']","Analysis and evaluation of traditional literature, fantasy, realistic fiction, historical fiction, informational books, picture books, and poetry for children in multiple subject classroom grades K-6. Emphasis on multicultural texts. 4 lectures. Crosslisted as ENGL / LS260."
CalPoly_LS 290,Liberal Studies,Selected Topics,1-4 units,['tbd'],Directed group study of selected topics. The Schedule of Classes will list title selected. Total credit
CalPoly_LS 301,Liberal Studies,Liberal Studies Career Preparation,1 unit,"['Fall', 'Spring']","Overview of ethical, legal, and historical issues in education ; major foundational philosophies in American public education. Career pathways in education, targeted advising, portfolio building and professional goals and opportunities. Not open to students with credit"
CalPoly_LS 305,Liberal Studies,Project Based Learning in STEM Education,2 units,['cr/nc'],"Extended collaborative study of a question or problem in STEM using a Project Based Learning ( PBL ) environment ; includes consideration of the educational framework and principles of PBL. Topics will have an engineering design component that will require application of mathematics, technology, and science. The Schedule of Classes will list topic selected. Total credit limited to 4 units. Credit / No Credit grading only."
CalPoly_LS 310,Liberal Studies,Storytelling: Modern Applications of Traditional Narrative,4 units,"['Fall', 'Winter', 'Spring']","Techniques for selection, preparation and presentation of traditional folktales and myths for an audience. Applications of storytelling in teaching and organizations ; theory and history of folk literature and mythology."
CalPoly_LS 370,Liberal Studies,Performing Arts in the Elementary Classroom,4 units,"['Fall', 'Winter', 'Spring']","Current theory and practice of standards based performing arts with an emphasis on the use of music, theater, media arts and dance, as discrete disciplines with historical and cultural context in the classroom. Attendance at outside performances required."
CalPoly_LS 380,Liberal Studies,Subject Matter Apprenticeship,2 units,['cr/nc'],"Structured application of a specific content area in schools and informal educational settings. Topics include : Arts, English, Science, Mathematics, History / Social Studies, and Physical Education and Health. The Schedule of Classes will list topic selected. Participation in public schools requires mandated fingerprint clearance. Total credit limited to 4 units. Credit / No Credit grading only."
CalPoly_LS 400,Liberal Studies,Special Problems for Advanced Undergraduates,1-2 units,"['Fall', 'Winter', 'Spring']","Individual investigation, research, studies, or surveys of selected problems. Total credit limited to 4 units, with a maximum of 2 units per quarter."
CalPoly_LS 410,Liberal Studies,Subject Matter Seminar,4 units,"['Fall', 'Spring']","Analysis and practice of subject matter knowledge and skills to facilitate K-8 learning through identifying major themes and questions. The use of inquiry, assessment, curriculum integration, and technology to connect discipline specific content to contemporary social issues. The Schedule of Classes will list topic selected. Total credit"
CalPoly_LS 411,Liberal Studies,Advanced History/Social Sciences Integration for the K-8 Classroom,4 units,"['Fall', 'Spring']","Analysis and practice of history and social sciences knowledge and skills to facilitate K-8 learning through identifying major themes and questions. The use of inquiry, assessment, curriculum integration, and technology to connect discipline specific content to contemporary social issues."
CalPoly_LS 412,Liberal Studies,Advanced Arts Integration for the K-8 Classroom,4 units,['Spring'],"Analysis and practice of Arts knowledge and skills to facilitate K-8 learning through identifying major themes and questions. The use of inquiry, assessment, curriculum integration, and technology to connect discipline specific content to contemporary social issues. Field trips required. The Schedule of Classes will list topic selected. Total credit"
CalPoly_LS 461,Liberal Studies,Senior Project Seminar,4 units,"['Fall', 'Winter', 'Spring']","Examination of issues in education of state, national and international concern. Students prepare presentations and conduct individual research and analysis of selected problems. Substantial research paper required."
CalPoly_LS 462,Liberal Studies,Senior Project Research,2-4 units,['Winter'],Application of content and theory to the educational experience of one specific subject matter area in the Liberal Studies program. Total credit
CalPoly_LS 470,Liberal Studies,Selected Advanced Topics,1-4 units,['tbd'],Directed group study of selected topics for advanced students. Open to undergraduate and graduate students. The Schedule of Classes will list title selected. Total credit
CalPoly_MSCI 100,Marine Science,Introduction to Marine Sciences,1 unit,['cr/nc'],"Introduction to Marine Sciences faculty, the Biology Department and campus resources, research opportunities, possible careers, studying science, and current topics in marine sciences. Credit / No credit grading only. 1 lecture."
CalPoly_MSCI 301,Marine Science,Biological Oceanography,3 units,['Fall'],"Interdisciplinary study of marine organisms, how they interact with each other and their physical, chemical and geological environment. Emphasis on how these interactions impact abundance, diversity and temporal and spatial distributions."
CalPoly_MSCI 303,Marine Science,Ocean Sampling Techniques,3 units,['Fall'],"Introduction to techniques in oceanography and marine sciences. Hands - on technical training in sampling, measuring, tagging and tracking of bathymetry and geography ; waves, tides and currents ; salinity, temperature and pressure ; dissolved oxygen and pH ; irradiance and light scattering ; phytoplankton and zooplankton ; and benthic fauna and marine macrofauna."
CalPoly_MSCI 307,Marine Science,"World Aquaculture: Applications, Methodologies and Trends",4 units,['ge area Fall'],"Life histories and habitats of important species of fishes, invertebrates and algae. Methodologies for the commercial propagation of specific forms. Global and regional coverage, including socioeconomic trends, controversies and applications in developed and less developed regions of the world. Not open for major credit in Biological Sciences."
CalPoly_MSCI 324,Marine Science,"Marine Mammals, Birds and Reptiles",4 units,['tbd'],"Introduction to the biology, ecology and evolution of mammals, reptiles and birds of the marine environment, with an emphasis on Central California species, diversity patterns, evolutionary relationships, adaptations to the ocean, and conservation issues. Field trips required."
